bdc_name,bdc_cik,company_name,business_description,investment_type,principal,cost,fair_value,industry_sector
Ares Capital Corporation,1287750,"Extrahop Networks, Inc.",Provider of real-time wire data analytics solutions for application and infrastructure monitoring,First lien senior secured loan,3900000.0,3900000.0,3900000.0,Software/Technology
Ares Capital Corporation,1287750,"Extrahop Networks, Inc.",Provider of real-time wire data analytics solutions for application and infrastructure monitoring,,,29900000.0,29900000.0,Software/Technology
Ares Capital Corporation,1287750,"Finastra USA, Inc., DH Corporation/Societe DH, and Finastra Europe S.A R.L.",Provider of back-office software services for the banking sector,First lien senior secured loan,189000000.0,186100000.0,189000000.0,Software/Technology
Ares Capital Corporation,1287750,"Forescout Technologies, Inc.",Network access control solutions provider,First lien senior secured loan,13600000.0,13600000.0,13400000.0,Telecommunications
Ares Capital Corporation,1287750,GI Ranger Intermediate LLC,Provider of payment processing services and software to healthcare providers,First lien senior secured revolving loan,400000.0,400000.0,400000.0,Software/Technology
Ares Capital Corporation,1287750,GI Ranger Intermediate LLC,Provider of payment processing services and software to healthcare providers,First lien senior secured loan,10000000.0,10000000.0,9800000.0,Software/Technology
Ares Capital Corporation,1287750,GI Ranger Intermediate LLC,Provider of payment processing services and software to healthcare providers,First lien senior secured loan,3100000.0,3100000.0,3000000.0,Software/Technology
Ares Capital Corporation,1287750,GI Ranger Intermediate LLC,Provider of payment processing services and software to healthcare providers,,,13500000.0,13200000.0,Software/Technology
Ares Capital Corporation,1287750,"GraphPAD Software, LLC, Insightful Science Intermediate I, LLC and Insightful Science Holdings, LLC","Provider of data analysis, statistics, and visualization software solutions for scientific research applications",First lien senior secured loan,71500000.0,71500000.0,71500000.0,Software/Technology
Ares Capital Corporation,1287750,"GraphPAD Software, LLC, Insightful Science Intermediate I, LLC and Insightful Science Holdings, LLC","Provider of data analysis, statistics, and visualization software solutions for scientific research applications",Senior subordinated loan,53600000.0,53600000.0,52500000.0,Software/Technology
Ares Capital Corporation,1287750,"GraphPAD Software, LLC, Insightful Science Intermediate I, LLC and Insightful Science Holdings, LLC","Provider of data analysis, statistics, and visualization software solutions for scientific research applications",Preferred units,,74800000.0,74800000.0,Software/Technology
Ares Capital Corporation,1287750,"GraphPAD Software, LLC, Insightful Science Intermediate I, LLC and Insightful Science Holdings, LLC","Provider of data analysis, statistics, and visualization software solutions for scientific research applications",,,199900000.0,198800000.0,Software/Technology
Ares Capital Corporation,1287750,"Guidepoint Security Holdings, LLC",Cybersecurity solutions provider,First lien senior secured loan,6700000.0,6700000.0,6700000.0,Software/Technology
Ares Capital Corporation,1287750,"Guidepoint Security Holdings, LLC",Cybersecurity solutions provider,First lien senior secured loan,2400000.0,2400000.0,2400000.0,Software/Technology
Ares Capital Corporation,1287750,"Guidepoint Security Holdings, LLC",Cybersecurity solutions provider,,,9100000.0,9100000.0,Software/Technology
Ares Capital Corporation,1287750,"Heavy Construction Systems Specialists, LLC",Provider of construction software,First lien senior secured loan,100000.0,100000.0,100000.0,Software/Technology
Ares Capital Corporation,1287750,"Heavy Construction Systems Specialists, LLC",Provider of construction software,First lien senior secured loan,13900000.0,13900000.0,13900000.0,Software/Technology
Ares Capital Corporation,1287750,"Help/Systems Holdings, Inc.",Provider of IT operations management and cybersecurity software,First lien senior secured revolving loan,1700000.0,1700000.0,1500000.0,Software/Technology
Ares Capital Corporation,1287750,"Huskies Parent, Inc., GI Insurity Parent LLC and GI Insurity TopCo LP",Insurance software provider,First lien senior secured revolving loan,8600000.0,8600000.0,8400000.0,Software/Technology
Ares Capital Corporation,1287750,"Huskies Parent, Inc., GI Insurity Parent LLC and GI Insurity TopCo LP",Insurance software provider,First lien senior secured loan,59100000.0,59100000.0,58000000.0,Software/Technology
Ares Capital Corporation,1287750,"Huskies Parent, Inc., GI Insurity Parent LLC and GI Insurity TopCo LP",Insurance software provider,Senior subordinated loan,121300000.0,121300000.0,110400000.0,Software/Technology
Ares Capital Corporation,1287750,"Huskies Parent, Inc., GI Insurity Parent LLC and GI Insurity TopCo LP",Insurance software provider,Company units,,8800000.0,4600000.0,Software/Technology
Ares Capital Corporation,1287750,"Huskies Parent, Inc., GI Insurity Parent LLC and GI Insurity TopCo LP",Insurance software provider,,,197800000.0,181400000.0,Software/Technology
Ares Capital Corporation,1287750,"Hyland Software, Inc.",Enterprise content management software provider,First lien senior secured loan,96600000.0,95400000.0,96600000.0,Software/Technology
Ares Capital Corporation,1287750,"Hyland Software, Inc.",Enterprise content management software provider,,,95400000.0,96600000.0,Software/Technology
Ares Capital Corporation,1287750,"Icefall Parent, Inc.",Provider of customer engagement software and integrated payments solutions,First lien senior secured loan,16700000.0,16700000.0,16700000.0,Software/Technology
Ares Capital Corporation,1287750,Internet Truckstop Group LLC,Provider of freight-moving lifecycle software,First lien senior secured loan,39500000.0,39100000.0,39100000.0,Software/Technology
Ares Capital Corporation,1287750,IQN Holding Corp.,Provider of extended workforce management software,First lien senior secured revolving loan,900000.0,900000.0,900000.0,Software/Technology
Ares Capital Corporation,1287750,IQN Holding Corp.,Provider of extended workforce management software,First lien senior secured loan,1400000.0,1400000.0,1400000.0,Software/Technology
Ares Capital Corporation,1287750,IQN Holding Corp.,Provider of extended workforce management software,,,2300000.0,2300000.0,Software/Technology
Ares Capital Corporation,1287750,"IV Rollover Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",Class X units,,1900000.0,2100000.0,Software/Technology
Ares Capital Corporation,1287750,"IV Rollover Holdings, LLC","Provider of cloud based IT solutions, infrastructure and services",,,1900000.0,2100000.0,Software/Technology
Ares Capital Corporation,1287750,Kaseya Inc. and Knockout Intermediate Holdings I Inc.,Provider of cloud-based software and technology solutions for small and medium sized businesses,First lien senior secured revolving loan,4900000.0,4900000.0,4900000.0,Software/Technology
Ares Capital Corporation,1287750,Kaseya Inc. and Knockout Intermediate Holdings I Inc.,Provider of cloud-based software and technology solutions for small and medium sized businesses,First lien senior secured loan,172800000.0,172600000.0,172800000.0,Software/Technology
Ares Capital Corporation,1287750,Kaseya Inc. and Knockout Intermediate Holdings I Inc.,Provider of cloud-based software and technology solutions for small and medium sized businesses,Preferred stock,,53900000.0,53900000.0,Software/Technology
Ares Capital Corporation,1287750,Kaseya Inc. and Knockout Intermediate Holdings I Inc.,Provider of cloud-based software and technology solutions for small and medium sized businesses,,,231400000.0,231600000.0,Software/Technology
Ares Capital Corporation,1287750,"LeanTaaS Holdings, Inc.",Provider of SaaS tools to optimize healthcare asset utilization,First lien senior secured loan,34700000.0,34700000.0,34700000.0,Software/Technology
Ares Capital Corporation,1287750,"LeanTaaS Holdings, Inc.",Provider of SaaS tools to optimize healthcare asset utilization,First lien senior secured loan,29600000.0,29600000.0,29600000.0,Software/Technology
Ares Capital Corporation,1287750,"LeanTaaS Holdings, Inc.",Provider of SaaS tools to optimize healthcare asset utilization,,,64300000.0,64300000.0,Software/Technology
Ares Capital Corporation,1287750,"Majesco and Magic Topco, L.P.",Insurance software provider,First lien senior secured loan,18000000.0,18000000.0,18000000.0,Software/Technology
Ares Capital Corporation,1287750,"Majesco and Magic Topco, L.P.",Insurance software provider,Class A units,,3700000.0,6500000.0,Software/Technology
Ares Capital Corporation,1287750,"Majesco and Magic Topco, L.P.",Insurance software provider,,,21700000.0,24500000.0,Software/Technology
Ares Capital Corporation,1287750,"Metatiedot Bidco OY and Metatiedot US, LLC",Enterprise content management platform,First lien senior secured revolving loan,200000.0,200000.0,200000.0,Software/Technology
Ares Capital Corporation,1287750,"Metatiedot Bidco OY and Metatiedot US, LLC",Enterprise content management platform,First lien senior secured loan,7200000.0,7400000.0,7100000.0,Software/Technology
Ares Capital Corporation,1287750,"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp",Cybersecurity solutions provider,First lien senior secured loan,68500000.0,68500000.0,68500000.0,Software/Technology
Ares Capital Corporation,1287750,"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp",Cybersecurity solutions provider,First lien senior secured loan,35300000.0,34900000.0,35300000.0,Software/Technology
Ares Capital Corporation,1287750,"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp",Cybersecurity solutions provider,First lien senior secured loan,5200000.0,5200000.0,5200000.0,Software/Technology
Ares Capital Corporation,1287750,"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp",Cybersecurity solutions provider,Limited partnership interest,,39800000.0,44000000.0,Software/Technology
Ares Capital Corporation,1287750,"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp",Cybersecurity solutions provider,,,148400000.0,153000000.0,Software/Technology
Ares Capital Corporation,1287750,"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp",Cybersecurity solutions provider,First lien senior secured loan,39000000.0,39000000.0,38200000.0,Software/Technology
Ares Capital Corporation,1287750,"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp",Cybersecurity solutions provider,Limited partner interests,,9600000.0,6300000.0,Software/Technology
Ares Capital Corporation,1287750,"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp",Cybersecurity solutions provider,,,48600000.0,44500000.0,Software/Technology
Ares Capital Corporation,1287750,Moonraker AcquisitionCo LLC and Moonraker HoldCo LLC,Leading technology solution provider for casing and auditioning to the entertainment industry,First lien senior secured revolving loan,400000.0,400000.0,400000.0,Software/Technology
