bdc_name,bdc_cik,company_name,holder_count,is_shared,other_holders,industry_sector,business_description,position_count,investment_type,fair_value_millions,principal_millions,cost_millions,total_exposure_across_bdcs,fair_value,principal,cost,has_business_desc,industry_classified
Ares Capital Corporation,1287750,"IRI Group Holdings, Inc., Circana, LLC and IRI-NPD Co-Invest Aggregator, L.P.",1,False,,Business Services,Market research company focused on the consumer packaged goods industry,3,"First lien senior secured revolving loan, First lien senior secured loan",307.2,153.6,307.2,307.2,307200000.0,153600000.0,307200000.0,True,True
Ares Capital Corporation,1287750,"ISQ Hawkeye Holdco, Inc. and ISQ Hawkeye Holdings, L.P.",1,False,,Industrial/Manufacturing,Provider of commercial and industrial waste processing and disposal services,5,"First lien senior secured revolving loan, First lien senior secured loan, Class A units",58.6,9.5,44.0,58.6,58600000.0,9500000.0,44000000.0,True,True
Ares Capital Corporation,1287750,"IV Rollover Holdings, LLC",1,False,,Software/Technology,"Provider of cloud based IT solutions, infrastructure and services",2,Class X units,4.2,0.0,3.8,4.2,4200000.0,0.0,3800000.0,True,True
Ares Capital Corporation,1287750,"Icefall Parent, Inc.",1,False,,Software/Technology,Provider of customer engagement software and integrated payments solutions,1,First lien senior secured loan,16.7,16.7,16.7,16.7,16700000.0,16700000.0,16700000.0,True,True
Ares Capital Corporation,1287750,Internet Truckstop Group LLC,1,False,,Software/Technology,Provider of freight-moving lifecycle software,1,First lien senior secured loan,39.1,39.5,39.1,39.1,39100000.0,39500000.0,39100000.0,True,True
Ares Capital Corporation,1287750,"Ivy Hill Asset Management, L.P.",1,False,,Financial Services,Asset management services,1,Member interest,1915.3,0.0,1700.5,1915.3,1915300000.0,0.0,1700500000.0,True,True
Ares Capital Corporation,1287750,"KBHS Acquisition, LLC (d/b/a Alita Care, LLC)",1,False,,Other,Provider of behavioral health services,4,First lien senior secured revolving loan,5.8,3.5,7.0,5.8,5800000.0,3500000.0,7000000.0,True,False
Ares Capital Corporation,1287750,KPS Global LLC and Cool Group LLC,1,False,,Other,Manufacturer of walk-in cooler and freezer systems,1,First lien senior secured loan,5.1,5.2,5.2,5.1,5100000.0,5200000.0,5200000.0,True,False
Ares Capital Corporation,1287750,Kaseya Inc. and Knockout Intermediate Holdings I Inc.,1,False,,Software/Technology,Provider of cloud-based software and technology solutions for small and medium sized businesses,4,"First lien senior secured revolving loan, First lien senior secured loan, Preferred stock",463.2,177.7,462.8,463.2,463200000.0,177700000.0,462800000.0,True,True
Ares Capital Corporation,1287750,"Kellermeyer Bergensons Services, LLC and KBS TopCo, LLC",1,False,,Real Estate,Provider of janitorial and facilities management services,4,"First lien senior secured loan, Preferred units",114.2,55.7,125.2,114.2,114200000.0,55700000.0,125200000.0,True,True
Ares Capital Corporation,1287750,"Kings Buyer, LLC",1,False,,Other,Provider of comprehensive outsourced waste management consolidation services,3,"First lien senior secured revolving loan, First lien senior secured loan",33.4,16.7,33.4,33.4,33400000.0,16700000.0,33400000.0,True,False
Ares Capital Corporation,1287750,LBC Woodlands Purchaser LLC and LBC Woodlands Holdings LP,1,False,,Business Services,Provider of human resources and workforce management solutions,3,"First lien senior secured loan, Class A common units",39.8,19.1,40.6,39.8,39800000.0,19100000.0,40600000.0,True,True
Ares Capital Corporation,1287750,"LJP Purchaser, Inc. and LJP Topco, LP",1,False,,Other,Provider of non-hazardous solid waste and recycling services,3,"First lien senior secured loan, Class A units",32.8,9.6,31.6,32.8,32800000.0,9600000.0,31600000.0,True,False
Ares Capital Corporation,1287750,Laboratories Bidco LLC and Laboratories Topco LLC,1,False,,Other,Lab testing services for nicotine containing products,8,"First lien senior secured revolving loan, First lien senior secured loan, Class A units",87.0,54.3,121.6,87.0,87000000.0,54300000.0,121600000.0,True,False
Ares Capital Corporation,1287750,"LeanTaaS Holdings, Inc.",1,False,,Software/Technology,Provider of SaaS tools to optimize healthcare asset utilization,3,First lien senior secured loan,128.6,64.3,128.6,128.6,128600000.0,64300000.0,128600000.0,True,True
Ares Capital Corporation,1287750,"Lido Advisors, LLC",1,False,,Financial Services,Wealth management and financial planning firm,5,"First lien senior secured revolving loan, First lien senior secured loan",29.2,14.6,29.2,29.2,29200000.0,14600000.0,29200000.0,True,True
Ares Capital Corporation,1287750,Lifescan Global Corporation,1,False,,Healthcare Services,Provider of blood glucose monitoring systems for home and hospital use,3,"First lien senior secured loan, Second lien senior secured loan",7.8,11.6,19.4,7.8,7800000.0,11600000.0,19400000.0,True,True
Ares Capital Corporation,1287750,"Lightbeam Bidco, Inc.",1,False,,Other,Provider of yard management services,3,First lien senior secured loan,17.2,8.6,17.2,17.2,17200000.0,8600000.0,17200000.0,True,False
Ares Capital Corporation,1287750,"LivTech Purchaser, Inc.",1,False,,Software/Technology,"Provider of senior care end-to-end software, payments and RCM platform",1,First lien senior secured loan,4.8,4.9,4.9,4.8,4800000.0,4900000.0,4900000.0,True,True
Ares Capital Corporation,1287750,MRI Software LLC,1,False,,Software/Technology,Provider of real estate and investment management software,4,"First lien senior secured revolving loan, First lien senior secured loan",77.0,38.5,77.0,77.0,77000000.0,38500000.0,77000000.0,True,True
Ares Capital Corporation,1287750,Mai Capital Management Intermediate LLC,1,False,,Financial Services,Provider of comprehensive wealth management services and registered investment advisor,3,"First lien senior secured revolving loan, First lien senior secured loan",19.8,10.1,20.2,19.8,19800000.0,10100000.0,20200000.0,True,True
Ares Capital Corporation,1287750,"Majesco and Magic Topco, L.P.",1,False,,Software/Technology,Insurance software provider,3,"First lien senior secured loan, Class A units",49.0,18.0,43.4,49.0,49000000.0,18000000.0,43400000.0,True,True
Ares Capital Corporation,1287750,"Metatiedot Bidco OY and Metatiedot US, LLC",1,False,,Software/Technology,Enterprise content management platform,2,"First lien senior secured revolving loan, First lien senior secured loan",7.3,7.4,7.6,7.3,7300000.0,7400000.0,7600000.0,True,True
Ares Capital Corporation,1287750,"Microstar Logistics LLC, Microstar Global Asset Management LLC, MStar Holding Corporation and Kegstar USA Inc.",1,False,,Other,Keg management solutions provider,6,"First lien senior secured loan, Series A preferred stock, Series B preferred stock, Common stock",330.8,136.2,316.8,330.8,330800000.0,136200000.0,316800000.0,True,False
Ares Capital Corporation,1287750,"Mimecast Borrowerco, Inc. and Magnesium Co- Invest SCSp",1,False,,Software/Technology,Cybersecurity solutions provider,8,"First lien senior secured loan, Limited partnership interest, Limited partner interests",395.0,148.0,394.0,395.0,395000000.0,148000000.0,394000000.0,True,True
Ares Capital Corporation,1287750,Monica Holdco (US) Inc.,1,False,,Software/Technology,Investment technology and advisory firm,3,First lien senior secured loan,10.4,5.2,10.4,10.4,10400000.0,5200000.0,10400000.0,True,True
Ares Capital Corporation,1287750,Moonraker AcquisitionCo LLC and Moonraker HoldCo LLC,1,False,,Software/Technology,Leading technology solution provider for casing and auditioning to the entertainment industry,4,"First lien senior secured revolving loan, First lien senior secured loan, Class A units",57.6,25.0,60.6,57.6,57600000.0,25000000.0,60600000.0,True,True
Ares Capital Corporation,1287750,"NAS, LLC and Nationwide Marketing Group, LLC",1,False,,Software/Technology,"Buying and marketing services organization for appliance, furniture and consumer electronics dealers",5,"First lien senior secured revolving loan, First lien senior secured loan",22.0,11.2,22.4,22.0,22000000.0,11200000.0,22400000.0,True,True
Ares Capital Corporation,1287750,NBLY 2021-1 and KKR Nest Co-Invest L.P.,1,False,,Other,Operator of multiple franchise concepts primarily related to home maintenance or repairs,1,Limited partner interest,12.1,0.0,9.7,12.1,12100000.0,0.0,9700000.0,True,False
Ares Capital Corporation,1287750,NMN Holdings III Corp. and NMN Holdings LP,1,False,,Software/Technology,Provider of complex rehabilitation technology solutions for patients with mobility loss,4,"First lien senior secured revolving loan, First lien senior secured loan, Partnership units",513.8,250.6,507.2,513.8,513800000.0,250600000.0,507200000.0,True,True
Ares Capital Corporation,1287750,"Napa Management Services Corporation and ASP NAPA Holdings, LLC",1,False,,Other,Anesthesia management services provider,4,"Preferred units, Senior preferred units, Class A units",7.6,0.0,6.2,7.6,7600000.0,0.0,6200000.0,True,False
Ares Capital Corporation,1287750,Neptune Bidco US Inc. and Elliott Metron Co-Investor Aggregator L.P.,1,False,,Business Services,"Provider of audience insights, data and analytics to entertainment industry",6,"First lien senior secured loan, First lien senior secured notes, Second lien senior secured loan, Limited partnership interests",862.0,458.8,902.6,862.0,862000000.0,458800000.0,902600000.0,True,True
Ares Capital Corporation,1287750,"Netsmart, Inc. and Netsmart Technologies, Inc.",1,False,,Software/Technology,Developer and operator of health care software and technology solutions,1,First lien senior secured loan,139.6,141.0,141.0,139.6,139600000.0,141000000.0,141000000.0,True,True
Ares Capital Corporation,1287750,"Next Holdco, LLC",1,False,,Software/Technology,Provider of electronic medical record and practice management software,1,First lien senior secured loan,6.5,6.5,6.5,6.5,6500000.0,6500000.0,6500000.0,True,True
Ares Capital Corporation,1287750,"Nomi Health, Inc.",1,False,,Software/Technology,Provider of software payment services for healthcare industry,4,"First lien senior secured loan, Warrant to purchase units of Class A common stock",36.4,18.2,36.4,36.4,36400000.0,18200000.0,36400000.0,True,True
Ares Capital Corporation,1287750,"North Haven Stack Buyer, LLC",1,False,,Other,Provider of environmental testing services,3,"First lien senior secured revolving loan, First lien senior secured loan",15.0,15.0,15.0,15.0,15000000.0,15000000.0,15000000.0,True,False
Ares Capital Corporation,1287750,"North Star Acquisitionco, LLC and Toucan Bidco Limited",1,False,,Software/Technology,Literacy solution software provider for grades k-12,5,First lien senior secured loan,80.4,40.3,81.2,80.4,80400000.0,40300000.0,81200000.0,True,True
Ares Capital Corporation,1287750,"OMH-HealthEdge Holdings, LLC",1,False,,Healthcare Services,Revenue cycle management provider to the healthcare industry,1,First lien senior secured loan,96.9,96.9,96.9,96.9,96900000.0,96900000.0,96900000.0,True,True
Ares Capital Corporation,1287750,"Olympia Acquisition, Inc., Olympia TopCo, L.P., and Asclepius Holdings LLC (5)",1,False,,Software/Technology,Behavioral health and special education platform provider,6,"First lien senior secured loan, Preferred stock, Class A common units",76.0,81.7,151.6,76.0,76000000.0,81700000.0,151600000.0,True,True
Ares Capital Corporation,1287750,OpenMarket Inc.,1,False,,Software/Technology,Provider of cloud-based mobile engagement platform,1,First lien senior secured loan,16.1,16.1,16.0,16.1,16100000.000000002,16100000.000000002,16000000.0,True,True
Ares Capital Corporation,1287750,Optimizely North America Inc. and Optimizely Sweden Holdings AB,1,False,,Software/Technology,Provider of web content management and digital commerce solutions,4,First lien senior secured loan,17.0,8.6,17.2,17.0,17000000.0,8600000.0,17200000.0,True,True
Ares Capital Corporation,1287750,"PCIA SPV-3, LLC and ASE Royal Aggregator, LLC",1,False,,Financial Services,Provider of comprehensive wealth management services,3,"First lien senior secured loan, Preferred units",28.8,6.9,26.8,28.8,28800000.0,6900000.0,26800000.0,True,True
Ares Capital Corporation,1287750,"PCS MidCo, Inc. and PCS Parent, L.P.",1,False,,Software/Technology,Provider of 401K recordkeeping software solutions,4,"First lien senior secured revolving loan, First lien senior secured loan, Class A units",20.2,9.3,20.2,20.2,20200000.0,9300000.0,20200000.0,True,True
Ares Capital Corporation,1287750,"PDDS HoldCo, Inc.",1,False,,Software/Technology,Provider of cloud-based dental practice management software,3,"First lien senior secured revolving loan, First lien senior secured loan",25.4,12.7,25.4,25.4,25400000.0,12700000.0,25400000.0,True,True
Ares Capital Corporation,1287750,"PDI TA Holdings, Inc., Peachtree Parent, Inc. and Insight PDI Holdings, LLC",1,False,,Software/Technology,Provider of enterprise management software for the convenience retail and petroleum wholesale market,5,"First lien senior secured loan, Series A preferred stock, Class A units",81.4,6.7,75.8,81.4,81400000.0,6700000.0,75800000.0,True,True
Ares Capital Corporation,1287750,PS Operating Company LLC and PS Op Holdings LLC (5),1,False,,Food & Beverage,Specialty distributor and solutions provider to the swine and poultry markets,4,"First lien senior secured revolving loan, First lien senior secured loan, Common unit",18.2,24.0,58.6,18.2,18200000.0,24000000.0,58600000.0,True,True
