adsh	grp	arc	negative	ptag	pversion	ctag	cversion
0001104659-25-108820	2	27	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	InterestIncomeOperatingPaidInKindIncludingAccruedIncome	0001104659-25-108820
0001104659-25-108820	2	19	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	ProceedsFromDispositionOfInvestmentsToJointVenture	0001104659-25-108820
0001104659-25-108820	2	6	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2024	InvestmentCompanyPaymentsOfDividendDistribution	0001104659-25-108820
0001104659-25-108430	9	7	1	StockholdersEquityPeriodIncreaseDecrease	us-gaap/2025	NetIncreaseDecreaseInNetAssetsFromShareholderDistribution	0001104659-25-108430
0001104659-25-108820	2	5	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2024	PaymentsOfLoanCosts	us-gaap/2024
0001104659-25-108820	2	29	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	NetIncomeLoss	us-gaap/2024
0001104659-25-108820	2	21	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	PaymentsForPurchaseOfInvestmentOperatingActivity	us-gaap/2024
0001104659-25-108820	2	20	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	ProceedsFromDispositionOfInvestmentOperatingActivity	us-gaap/2024
0001104659-25-108820	2	18	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	LineOfCreditFacilityIncreaseDecreaseForPeriodNet	us-gaap/2024
0001104659-25-108820	2	17	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	IncreaseDecreaseInInterestPayableNet	us-gaap/2024
0001104659-25-108820	2	15	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	IncreaseDecreaseInAccountsPayableAndAccruedLiabilities	us-gaap/2024
0001104659-25-108820	2	14	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	IncreaseDecreaseInIncentiveFeePayable	us-gaap/2024
0001104659-25-108820	2	13	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	IncreaseDecreaseInManagementFeePayable	us-gaap/2024
0001104659-25-108820	2	12	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	IncreaseDecreaseInPayableForInvestmentPurchased	us-gaap/2024
0001104659-25-108820	2	11	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	IncreaseDecreaseInReceivableForInvestmentSold	us-gaap/2024
0001104659-25-108820	2	10	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets	us-gaap/2024
0001104659-25-108820	2	9	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	IncreaseDecreaseInInterestAndDividendsReceivable	us-gaap/2024
0001104659-25-108820	2	7	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2024	ProceedsFromNotesPayable	us-gaap/2024
0001104659-25-108820	1	2	1	InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare	us-gaap/2024	InvestmentCompanyInvestmentIncomeLossPerShare	us-gaap/2024
0001104659-25-108820	1	3	1	InvestmentCompanyExpenseRatioAfterIncentiveAllocation	us-gaap/2024	InvestmentCompanyIncentiveFeeToAverageNetAssets	us-gaap/2024
0001104659-25-108820	1	4	1	InvestmentCompanyExpenseRatioAfterIncentiveAllocation	us-gaap/2024	InvestmentCompanyExpenseRatioExcludingIncentiveFee	us-gaap/2024
0001104659-25-108820	2	24	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	UnrealizedGainLossOnDerivatives	us-gaap/2024
0001104659-25-108820	2	16	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	ForeignCurrencyTransactionGainLossBeforeTax	us-gaap/2024
0001104659-25-108820	2	23	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	AmortizationOfDebtDiscountPremium	us-gaap/2024
0001104659-25-108820	2	22	1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	AmortizationOfFinancingCosts	us-gaap/2024
0001104659-25-108820	2	4	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2024	RepaymentsOfLongTermDebt	us-gaap/2024
0001104659-25-108820	2	25	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	RealizedInvestmentGainsLosses	us-gaap/2024
0001104659-25-108820	2	1	1	CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect	us-gaap/2024	EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents	us-gaap/2024
0001104659-25-108820	2	26	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024	DebtAndEquitySecuritiesUnrealizedGainLoss	us-gaap/2024
0000930413-25-003431	3	12	1	MembersEquity	us-gaap/2025	MembersEquityAttributableToNoncontrollingInterest	us-gaap/2025
0000930413-25-003431	3	11	1	LiabilitiesAndStockholdersEquity	us-gaap/2025	MembersEquity	us-gaap/2025
0000930413-25-003431	3	10	1	Liabilities	us-gaap/2025	AccruedProfessionalFeesCurrent	us-gaap/2025
0000930413-25-003431	3	9	1	Liabilities	us-gaap/2025	AdministrativeFeePayable	us-gaap/2025
0000930413-25-003431	3	8	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0000930413-25-003431	3	7	1	Liabilities	us-gaap/2025	InterestPayableCurrent	us-gaap/2025
0000930413-25-003431	3	6	1	Liabilities	us-gaap/2025	DebtCurrent	us-gaap/2025
0000930413-25-003431	3	5	1	LiabilitiesAndStockholdersEquity	us-gaap/2025	Liabilities	us-gaap/2025
0000930413-25-003431	3	4	1	Assets	us-gaap/2025	ReceivableInvestmentSale	us-gaap/2025
0000930413-25-003431	3	3	1	Assets	us-gaap/2025	AccruedInvestmentIncomeReceivable	us-gaap/2025
0000930413-25-003431	3	2	1	Assets	us-gaap/2025	CashAndCashEquivalentsAtCarryingValue	us-gaap/2025
0000930413-25-003431	3	1	1	Assets	us-gaap/2025	Investments	us-gaap/2025
0000930413-25-003431	2	22	1	OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax	us-gaap/2025	UnrealizedGainLossOnInvestments	us-gaap/2025
0000930413-25-003431	2	21	1	OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax	us-gaap/2025	GainLossOnInvestments	us-gaap/2025
0000930413-25-003431	2	20	1	IncomeLossFromContinuingOperations	us-gaap/2025	UnrealizedGainLossOnInvestments	us-gaap/2025
0000930413-25-003431	2	19	1	IncomeLossFromContinuingOperations	us-gaap/2025	RealizedInvestmentGainsLosses	us-gaap/2025
0000930413-25-003431	2	18	-1	OtherNonoperatingIncomeExpense	us-gaap/2025	OtherExpenses	us-gaap/2025
0000930413-25-003431	2	17	-1	CostsAndExpenses	us-gaap/2025	NonoperatingIncomeExpense	us-gaap/2025
0000930413-25-003431	2	16	1	CostsAndExpenses	us-gaap/2025	OrganizationalCostExpense	us-gaap/2025
0000930413-25-003431	2	15	1	CostsAndExpenses	us-gaap/2025	IncentiveFeeExpense	us-gaap/2025
0000930413-25-003431	2	14	1	CostsAndExpenses	us-gaap/2025	AmortizationOfOfferingCosts	0000930413-25-003431
0000930413-25-003431	2	13	1	CostsAndExpenses	us-gaap/2025	GeneralAndAdministrativeExpense	us-gaap/2025
0000930413-25-003431	2	12	1	CostsAndExpenses	us-gaap/2025	AdministrativeFeesExpense	us-gaap/2025
0000930413-25-003431	2	11	1	CostsAndExpenses	us-gaap/2025	ProfessionalFees	us-gaap/2025
0000930413-25-003431	2	10	1	CostsAndExpenses	us-gaap/2025	ManagementFeeExpense	us-gaap/2025
0000930413-25-003431	2	9	1	CostsAndExpenses	us-gaap/2025	InterestExpense	us-gaap/2025
0000930413-25-003431	2	8	-1	OtherNonoperatingIncomeExpense	us-gaap/2025	CostsAndExpenses	us-gaap/2025
0000930413-25-003431	2	7	1	OtherNonoperatingIncomeExpense	us-gaap/2025	PaymentForManagementFee	us-gaap/2025
0000930413-25-003431	2	6	1	NetInvestmentIncome	us-gaap/2025	OtherNonoperatingIncomeExpense	us-gaap/2025
0001104659-25-108820	3	4	1	Assets	us-gaap/2024	CashAndCashEquivalentsAtCarryingValue	us-gaap/2024
0001104659-25-108820	3	3	1	Assets	us-gaap/2024	InterestReceivable	us-gaap/2024
0001104659-25-108820	3	5	1	Assets	us-gaap/2024	InvestmentOwnedAtFairValue	us-gaap/2024
0001104659-25-108820	3	1	1	Assets	us-gaap/2024	OtherAssets	us-gaap/2024
0001104659-25-108820	2	8	1	CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect	us-gaap/2024	NetCashProvidedByUsedInOperatingActivities	us-gaap/2024
0001104659-25-108820	4	1	1	InvestmentIncomeInvestmentExpense	us-gaap/2024	InterestExpenseBorrowings	us-gaap/2024
0001104659-25-108820	2	2	1	CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect	us-gaap/2024	NetCashProvidedByUsedInFinancingActivities	us-gaap/2024
0001104659-25-108820	3	2	1	Assets	us-gaap/2024	UnrealizedAppreciationOnForeignCurrencyForwardContractsNet	0001104659-25-108820
0001104659-25-108820	3	6	1	Assets	us-gaap/2024	ReceivableOnUnsettledInvestmentTransactions	0001104659-25-108820
0001104659-25-108820	4	2	1	InvestmentIncomeInvestmentExpense	us-gaap/2024	InterestExpenseNotesToMembers	0001104659-25-108820
0001104659-25-108820	2	3	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2024	ProceedsFromIssuanceOfLongTermDebt	us-gaap/2024
0001104659-25-108820	1	1	1	InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare	us-gaap/2024	NetRealizedAndUnrealizedGainsLossesOnInvestmentsAndForeignCurrencyTransactions	0001104659-25-108820
0000930413-25-003431	2	5	1	GrossInvestmentIncomeOperating	us-gaap/2025	DividendIncomeOperating	us-gaap/2025
0000930413-25-003431	2	4	1	GrossInvestmentIncomeOperating	us-gaap/2025	FeeIncome	us-gaap/2025
0000930413-25-003431	2	3	1	GrossInvestmentIncomeOperating	us-gaap/2025	InterestIncomeOperating	us-gaap/2025
0000930413-25-003431	2	2	1	NetInvestmentIncome	us-gaap/2025	GrossInvestmentIncomeOperating	us-gaap/2025
0000930413-25-003431	2	1	1	IncomeLossFromContinuingOperations	us-gaap/2025	NetInvestmentIncome	us-gaap/2025
0000930413-25-003431	1	20	1	TotalLiabilitiesAndNetAssets	0000930413-25-003431	AssetsNet	us-gaap/2025
0000930413-25-003431	1	19	1	Liabilities	us-gaap/2025	DueToCorrespondentBrokers	us-gaap/2025
0000930413-25-003431	1	18	1	Liabilities	us-gaap/2025	IncentiveFeePayableCapitalGainBased	us-gaap/2025
0000930413-25-003431	1	17	1	Liabilities	us-gaap/2025	AccruedLiabilitiesCurrent	us-gaap/2025
0000930413-25-003431	1	16	1	Liabilities	us-gaap/2025	AdministrativeFeePayable	us-gaap/2025
0000930413-25-003431	1	15	1	Liabilities	us-gaap/2025	ManagementFeePayable	us-gaap/2025
0000930413-25-003431	1	14	1	Liabilities	us-gaap/2025	AccruedProfessionalFeesCurrentAndNoncurrent	us-gaap/2025
0000930413-25-003431	1	13	1	Liabilities	us-gaap/2025	IncentiveFeePayable	us-gaap/2025
0000930413-25-003431	1	12	1	Liabilities	us-gaap/2025	DistributionPayable	us-gaap/2025
0000930413-25-003431	1	11	1	Liabilities	us-gaap/2025	InterestPayableCurrent	us-gaap/2025
0000930413-25-003431	1	10	1	Liabilities	us-gaap/2025	DebtCurrent	us-gaap/2025
0000930413-25-003431	1	9	1	TotalLiabilitiesAndNetAssets	0000930413-25-003431	Liabilities	us-gaap/2025
0000930413-25-003431	1	8	1	AssetsCurrent	us-gaap/2025	OtherAssets	us-gaap/2025
0000930413-25-003431	1	7	1	AssetsCurrent	us-gaap/2025	DeferredOfferingCosts	us-gaap/2025
0000930413-25-003431	1	6	1	AssetsCurrent	us-gaap/2025	ReceivableInvestmentSale	us-gaap/2025
0000930413-25-003431	1	5	1	AssetsCurrent	us-gaap/2025	DueFromCorrespondentBrokers	us-gaap/2025
0000930413-25-003431	1	4	1	AssetsCurrent	us-gaap/2025	DividendsReceivable	us-gaap/2025
0000930413-25-003431	1	3	1	AssetsCurrent	us-gaap/2025	AccruedInvestmentIncomeReceivable	us-gaap/2025
0000930413-25-003431	1	2	1	AssetsCurrent	us-gaap/2025	CashAndCashEquivalentsAtCarryingValue	us-gaap/2025
0000930413-25-003431	1	1	1	AssetsCurrent	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0000017313-25-000146	13	6	1	WeightedAverageNumberOfDilutedSharesOutstanding	us-gaap/2025	WeightedAverageNumberOfSharesOutstandingBasic	us-gaap/2025
0000017313-25-000146	13	5	1	WeightedAverageNumberOfDilutedSharesOutstanding	us-gaap/2025	IncrementalCommonSharesAttributableToConversionOfDebtSecurities	us-gaap/2025
0000017313-25-000146	13	4	1	NetIncomeLossAttributableToParentDiluted	us-gaap/2025	NetIncomeLoss	us-gaap/2025
0000017313-25-000146	13	3	1	NetIncomeLossAttributableToParentDiluted	us-gaap/2025	DilutiveSecuritiesEffectOnBasicEarningsPerShareOther	us-gaap/2025
0000017313-25-000146	13	2	-1	NetIncomeLossAvailableToCommonStockholdersBasic	us-gaap/2025	UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic	us-gaap/2025
0000017313-25-000146	13	1	1	NetIncomeLossAvailableToCommonStockholdersBasic	us-gaap/2025	NetIncomeLoss	us-gaap/2025
0000017313-25-000146	12	13	1	InvestmentCompanyNetAssetValuePerSharePeriodIncreaseDecrease	us-gaap/2025	InvestmentCompanyAccretiveEffectOfShareIssuancesAndRepurchasesPerShare	0000017313-25-000146
0000017313-25-000146	12	12	1	InvestmentCompanyNetAssetValuePerSharePeriodIncreaseDecrease	us-gaap/2025	InvestmentCompanyOtherAdjustmentsPerShare	0000017313-25-000146
0000017313-25-000146	12	11	-1	InvestmentCompanyNetAssetValuePerSharePeriodIncreaseDecrease	us-gaap/2025	InvestmentCompanyCommonStockWithheldForPayrollTaxesUponVestingOfRestrictedStockPerShare	0000017313-25-000146
0000017313-25-000146	12	10	1	InvestmentCompanyNetAssetValuePerSharePeriodIncreaseDecrease	us-gaap/2025	InvestmentCompanyShareBasedCompensationExpensePerShare	0000017313-25-000146
0000017313-25-000146	12	9	-1	InvestmentCompanyNetAssetValuePerSharePeriodIncreaseDecrease	us-gaap/2025	InvestmentCompanyDistributionToShareholdersPerShare	us-gaap/2025
0000017313-25-000146	12	8	1	InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare	us-gaap/2025	InvestmentCompanyUnrealizedGainLossOnInvestmentPerShare	us-gaap/2025
0000017313-25-000146	12	7	1	InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare	us-gaap/2025	InvestmentCompanyRealizedGainLossOnInvestmentPerShare	us-gaap/2025
0000017313-25-000146	12	6	1	InvestmentCompanyInvestmentIncomeLossPerShare	us-gaap/2025	InvestmentCompanyInvestmentIncomeLossGrossPerShare	0000017313-25-000146
0000017313-25-000146	12	5	1	InvestmentCompanyInvestmentIncomeLossPerShare	us-gaap/2025	InvestmentCompanyInvestmentIncomeLossOperatingExpensesPerShare	0000017313-25-000146
0000017313-25-000146	12	4	1	InvestmentCompanyInvestmentIncomeLossPerShare	us-gaap/2025	InvestmentCompanyInvestmentIncomeLossTaxesPerShare	0000017313-25-000146
0000017313-25-000146	12	3	1	InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare	us-gaap/2025	InvestmentCompanyInvestmentIncomeLossPerShare	us-gaap/2025
0000017313-25-000146	12	2	1	InvestmentCompanyNetAssetValuePerSharePeriodIncreaseDecrease	us-gaap/2025	InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare	us-gaap/2025
0000017313-25-000146	12	1	-1	InvestmentCompanyNetAssetValuePerSharePeriodIncreaseDecrease	us-gaap/2025	InvestmentCompanyIssuanceOfSharesPerShare	us-gaap/2025
0000017313-25-000146	11	1	1	InvestmentsFairValueDisclosure	us-gaap/2025	InvestmentOwnedAtFairValue	us-gaap/2025
0000017313-25-000146	10	6	1	LesseeOperatingLeaseLiabilityPaymentsDue	us-gaap/2025	LesseeOperatingLeaseLiabilityDueAfterYearFour	0000017313-25-000146
0000017313-25-000146	10	5	1	LesseeOperatingLeaseLiabilityPaymentsDue	us-gaap/2025	LesseeOperatingLeaseLiabilityPaymentsDueYearFour	us-gaap/2025
0000017313-25-000146	10	4	1	LesseeOperatingLeaseLiabilityPaymentsDue	us-gaap/2025	LesseeOperatingLeaseLiabilityPaymentsDueYearThree	us-gaap/2025
0000017313-25-000146	10	3	1	LesseeOperatingLeaseLiabilityPaymentsDue	us-gaap/2025	LesseeOperatingLeaseLiabilityPaymentsDueYearTwo	us-gaap/2025
0000017313-25-000146	10	2	1	LesseeOperatingLeaseLiabilityPaymentsDue	us-gaap/2025	LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths	us-gaap/2025
0000017313-25-000146	10	1	1	LesseeOperatingLeaseLiabilityPaymentsDue	us-gaap/2025	LesseeOperatingLeaseLiabilityPaymentsRemainderOfFiscalYear	us-gaap/2025
0000017313-25-000146	9	3	1	IncomeTaxExpenseBenefit	us-gaap/2025	ExciseAndSalesTaxes	us-gaap/2025
0000017313-25-000146	9	2	1	IncomeTaxExpenseBenefit	us-gaap/2025	IncomeTaxExpenseBenefitFromSubsidiaries	0000017313-25-000146
0000017313-25-000146	9	1	1	IncomeTaxExpenseBenefit	us-gaap/2025	OtherTaxExpenseBenefit	us-gaap/2025
0000017313-25-000146	8	6	1	DeferredIncomeTaxLiabilities	us-gaap/2025	DeferredTaxLiabilitiesBasisDifferencesInPortfolioInvestmentsNet	0000017313-25-000146
0000017313-25-000146	8	5	1	DeferredIncomeTaxLiabilities	us-gaap/2025	DeferredTaxLiabilitiesInvestments	us-gaap/2025
0000017313-25-000146	8	4	1	DeferredTaxLiabilities	us-gaap/2025	DeferredIncomeTaxLiabilities	us-gaap/2025
0000017313-25-000146	8	3	1	DeferredTaxAssetsGross	us-gaap/2025	DeferredTaxAssetInterestCarryforward	us-gaap/2025
0000017313-25-000146	8	2	1	DeferredTaxAssetsGross	us-gaap/2025	DeferredTaxAssetsOperatingLossCarryforwards	us-gaap/2025
0000017313-25-000146	8	1	-1	DeferredTaxLiabilities	us-gaap/2025	DeferredTaxAssetsGross	us-gaap/2025
0000017313-25-000146	7	13	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisReconciliationDividendIncomeSubsidiaryIncreaseDecreaseInTaxableIncome	0000017313-25-000146
0000017313-25-000146	7	12	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisReconciliationInterestOnNonAccrualLoansIncreaseDecreaseInTaxableIncome	0000017313-25-000146
0000017313-25-000146	7	11	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisCapitalLossCarryforwardUtilization	us-gaap/2025
0000017313-25-000146	7	10	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisReconciliationIncomeExpenseRecognizedForPassThroughEntitiesIncreaseDecreaseInTaxableIncome	0000017313-25-000146
0000017313-25-000146	7	9	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisOtherIncreaseDecrease	us-gaap/2025
0000017313-25-000146	7	8	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisReconciliationNonDeductibleCompensationIncreaseDecreaseInTaxableIncome	0000017313-25-000146
0000017313-25-000146	7	7	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	NetIncomeLoss	us-gaap/2025
0000017313-25-000146	7	6	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisExpenseNotDeductible	us-gaap/2025
0000017313-25-000146	7	5	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisReconciliationCompensationRelatedDifferencesIncreaseDecreaseInTaxableIncome	0000017313-25-000146
0000017313-25-000146	7	4	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisReconciliationLossGainRecognizedOnDispositionsIncreaseDecreaseInTaxableIncome	0000017313-25-000146
0000017313-25-000146	7	3	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisReconciliationNetOperatingIncomeSubsidiaryIncreaseDecreaseInTaxableIncome	0000017313-25-000146
0000017313-25-000146	7	2	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisUnrealizedGainLossNotCurrentlyTaxableDeductible	us-gaap/2025
0000017313-25-000146	7	1	1	InvestmentCompanyTaxBasisTaxableIncomeLossBeforeDeductionForDistribution	us-gaap/2025	InvestmentCompanyTaxBasisReconciliationLossOnExtinguishmentOfDebtIncreaseDecreaseInTaxableIncome	0000017313-25-000146
0000017313-25-000146	6	35	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromNotesPayable	us-gaap/2025
0000017313-25-000146	6	34	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromLongTermLinesOfCredit	us-gaap/2025
0000017313-25-000146	6	33	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDividends	us-gaap/2025
0000017313-25-000146	6	32	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsOfDebtIssuanceCosts	us-gaap/2025
0000017313-25-000146	6	31	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	RepaymentsOfLongTermLinesOfCredit	us-gaap/2025
0000017313-25-000146	6	30	-1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	PaymentsRelatedToTaxWithholdingForShareBasedCompensation	us-gaap/2025
0000017313-25-000146	6	29	1	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025	ProceedsFromIssuanceOfCommonStock	us-gaap/2025
0000017313-25-000146	6	28	1	CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect	us-gaap/2025	NetCashProvidedByUsedInFinancingActivities	us-gaap/2025
0000017313-25-000146	6	27	-1	NetCashProvidedByUsedInInvestingActivities	us-gaap/2025	PaymentsToAcquirePropertyPlantAndEquipment	us-gaap/2025
0000017313-25-000146	6	26	1	CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect	us-gaap/2025	NetCashProvidedByUsedInInvestingActivities	us-gaap/2025
0000017313-25-000146	6	25	-1	NetCashProvidedByUsedInOperatingActivities	us-gaap/2025	GainLossOnSaleOfPropertyPlantEquipment	us-gaap/2025
